Genotype,low,medium,high,obs_low,obs_medium,obs_high
R7_O4,-0.15192978490491438,-0.13579050384666758,-0.13939980931619744,-0.2804560111415887,-0.3028514294522357,-0.3585000909803023
R7_O5,-0.09083202202137275,-0.11344523432488396,-0.04608957219126841,-0.0693434483786488,-0.0284729101658177,-0.1378304992916392
R7_O6,-0.07035498173410315,-0.0997078525344075,-0.11045565031671756,-0.2029898624718309,-0.1181101380477309,-0.3788886016530512
R7_O7,-0.029415301845514552,-0.007468565958137496,-0.034643075061331796,-0.0568969256124928,-0.054729042943897,-0.2114933803198678
R7_O8,-0.004263783070873828,-0.08095534651776459,-0.028042744546436627,-0.0469385812938699,-0.0916919400139676,-0.0592770539418064
R7_O9,-0.0897448540801884,-0.06961066647457637,-0.04350176740816525,-0.2302325067379377,-0.176658987592234,-0.0962611352523119
R7_S1,-0.1369838511198408,-0.30924300797990767,-0.1498811541608266,-0.4526243968448285,-0.3099109707301472,-0.2837532429692759
R7_S10,-0.1242824536992011,-0.27052663113523,-0.21357516058864845,-0.3626213133938544,-0.3599191242991924,-0.2465608518859179
R7_S2,-0.08074472887554751,-0.2917058212199881,0.049811488086507816,-0.0071254317347564,-0.1275138048000597,-0.0065318636449639
R7_S3,-0.25136334896793167,-0.404755851475623,-0.3498951772441189,-0.5430956528462441,-0.6440945176893834,-0.4891909822687401
R7_S4,-0.03924755007236769,-0.24973649825834843,-0.16012211131632853,-0.1275224537148199,-0.0997888398094902,-0.2044517678118497
R7_S5,-0.15744446842749416,-0.25621045950541455,-0.14571209204183316,-0.3831206118102276,-0.3219373043088279,-0.3272482243968225
R7_S6,-0.14224426160784487,-0.31452412386698436,-0.25016971965575513,-0.3602621756977525,-0.2020285678698491,-0.2690306865517611
R7_S7,-0.10218785953670118,-0.22625622879938967,-0.2581497394270033,-0.2672853431293378,-0.1781797913661638,-0.0645872841890484
R7_S8,-0.07924826171602373,-0.3024533003701253,-0.1948405534827931,-0.2960948323475602,-0.2885829187429669,-0.2907782700262635
R7_S9,-0.19893517653987264,-0.3080346980620122,-0.36107692031273825,-0.6160159189276717,-0.6677515876211768,-0.3654268727031276
R8_O1,-0.04684413162879286,0.0028337931068092015,0.1567016204988696,-0.0735476495386029,-0.0371210901203484,-0.0302305400853598
R8_O10,0.0713184624442953,-0.1134523169376298,0.08738785312797659,0.1867269871339273,0.1552991108284637,0.1721237176823953
R8_O2,-0.1115550878508107,-0.23346610252435718,0.028444426705316106,0.1429500629573766,0.0599169712932402,0.0427148106168583
R8_O3,-0.014590905363955908,-0.033672154257164744,0.11209793090168096,-0.056179041540342,-0.0622180487663787,0.0110979477579818
R8_O4,-0.031808280835201375,-0.027539543725003668,0.010887001751639147,-0.0556658811987426,-0.1242777181419851,-0.1143214705596643
R8_O5,-0.001174277908366994,-0.05120836942194562,0.06474957227781841,0.1999173271170635,0.0719429685979017,0.0101769515878312
R8_O6,0.018065747154322187,-0.0711331011355667,0.03302186179102229,0.1160046088570132,0.0336295284511322,-0.0759213960225653
R8_O7,0.006265694532645361,-0.04248334344926441,0.07051006757035938,0.1059463477153352,0.0668538721909974,0.0216023412052315
R8_O8,0.05949724037826476,-0.047742440514953355,0.07454036172590128,0.0653751955447115,-0.0230707769511804,0.0504977207139519
R8_O9,0.004009545495371247,-0.010283398288998713,0.07666046780701263,0.1694289761606315,0.0445418475982892,0.0678002768242494
R8_S1,-0.10673810543608175,-0.2208093227558775,0.03716832540921222,-0.0951935857653012,-0.0777444341722971,-0.1692120045073736
