0.00000	371
0.00001	1360
0.00002	798
0.00005	1461
0.00010	1466
0.00020	2711
0.00039	3077
0.00078	4401
0.00156	4519
0.00313	6492
0.00625	6686
0.01250	7020
0.02500	5976
0.05000	7387
0.10000	5704
0.20000	6411
0.00000	1067
0.00001	1068
0.00002	815
0.00005	1070
0.00010	1219
0.00020	2256
0.00039	2883
0.00078	3416
0.00156	3762
0.00313	4837
0.00625	5732
0.01250	5601
0.02500	6127
0.05000	5712
0.10000	5947
0.20000	5611
0.00000	1102
0.00001	1258
0.00002	1084
0.00005	1205
0.00010	1051
0.00039	3108
0.00078	4383
0.00156	4505
0.00313	5091
0.00625	5411
0.01250	5962
0.02500	5256
0.05000	6503
0.10000	5633
0.20000	4807
