0.00000	33428
0.00001	32269
0.00002	29637
0.00005	23322
0.00010	15107
0.00020	8666
0.00039	3957
0.00078	2622
0.00156	1871
0.00313	1508
0.00625	1530
0.01250	1615
0.02500	1288
0.05000	1300
0.10000	1393
0.20000	1046
0.00000	28583
0.00001	27206
0.00002	22860
0.00005	20335
0.00010	11950
0.00020	6667
0.00039	3106
0.00078	2509
0.00156	1450
0.00313	1364
0.00625	1442
0.01250	1272
0.02500	1122
0.05000	916
0.10000	783
0.20000	648
0.00000	28070
0.00001	27486
0.00002	23128
0.00005	19591
0.00010	13355
0.00020	6771
0.00039	3887
0.00078	2249
0.00156	1748
0.00313	1169
0.00625	1308
0.01250	1175
0.02500	995
0.05000	1142
0.10000	1185
0.20000	745
