0.00000	416
0.00001	681
0.00002	771
0.00005	769
0.00010	1163
0.00020	1803
0.00039	2424
0.00078	3614
0.00156	3766
0.00313	5020
0.00625	5188
0.01250	6697
0.02500	5929
0.05000	6828
0.10000	7560
0.20000	8857
0.00000	390
0.00001	632
0.00002	505
0.00005	823
0.00010	963
0.00020	1576
0.00039	2713
0.00078	3065
0.00156	4011
0.00313	4567
0.00625	5130
0.01250	4938
0.02500	5439
0.05000	5583
0.10000	6670
0.20000	7332
0.00000	694
0.00001	642
0.00002	522
0.00005	639
0.00010	1018
0.00020	1456
0.00039	2691
0.00078	3107
0.00156	4148
0.00313	4199
0.00625	4925
0.01250	5261
0.02500	5172
0.05000	5715
0.10000	6794
0.20000	7649
