0.00000	36200
0.00001	34737
0.00002	28618
0.00005	24286
0.00010	13548
0.00020	7329
0.00039	3863
0.00078	2858
0.00156	1751
0.00313	1740
0.00625	1101
0.01250	1481
0.02500	1219
0.05000	1258
0.10000	1023
0.20000	1175
0.00000	30168
0.00001	27793
0.00002	24349
0.00005	21739
0.00010	12453
0.00020	6226
0.00039	3269
0.00078	2425
0.00156	1355
0.00313	1567
0.00625	1371
0.01250	1420
0.02500	1184
0.05000	1148
0.10000	1171
0.20000	919
0.00000	30311
0.00001	29116
0.00002	24665
0.00005	19966
0.00010	13359
0.00020	6187
0.00039	3471
0.00078	1936
0.00156	1880
0.00313	1307
0.00625	1109
0.01250	1152
0.02500	1455
0.05000	927
0.10000	987
0.20000	804
