0.00000	9125
0.00001	8134
0.00002	9062
0.00005	7569
0.00010	6898
0.00020	4586
0.00039	3583
0.00078	4364
0.00156	4344
0.00313	5619
0.00625	4148
0.01250	4291
0.02500	4768
0.05000	3913
0.10000	3994
0.20000	2941
0.00000	11358
0.00001	9342
0.00002	9004
0.00005	8570
0.00010	5864
0.00020	5749
0.00039	5533
0.00078	4456
0.00156	5087
0.00313	4459
0.00625	4749
0.01250	5911
0.02500	3953
0.05000	4870
0.10000	4777
0.20000	4835
0.00000	7132
0.00001	6572
0.00002	6058
0.00005	5081
0.00010	5691
0.00020	4767
0.00039	3759
0.00078	3798
0.00156	3275
0.00313	3797
0.00625	3441
0.01250	3163
0.02500	3910
0.05000	3882
0.10000	3460
0.20000	2345
