0.00000	14805
0.00001	12669
0.00002	13885
0.00005	11595
0.00010	9233
0.00020	7032
0.00039	6596
0.00078	5399
0.00156	4703
0.00313	5092
0.00625	4033
0.01250	4433
0.02500	4734
0.05000	4228
0.10000	5283
0.20000	4801
0.00000	18466
0.00001	15814
0.00002	16452
0.00005	12300
0.00010	11677
0.00020	9419
0.00039	6988
0.00078	7119
0.00156	6517
0.00313	6884
0.00625	7368
0.01250	5395
0.02500	6117
0.05000	7143
0.10000	5927
0.20000	6116
0.00000	13402
0.00001	11596
0.00002	11030
0.00005	10168
0.00010	7639
0.00020	7202
0.00039	5895
0.00078	5063
0.00156	4555
0.00313	3465
0.00625	3889
0.01250	4263
0.02500	4201
0.05000	4653
0.10000	3945
0.20000	4773
