0.00000	28165
0.00001	30136
0.00002	25328
0.00005	22397
0.00010	11334
0.00020	5938
0.00039	3202
0.00078	2399
0.00156	1760
0.00313	1440
0.00625	1208
0.01250	1286
0.02500	981
0.05000	1059
0.10000	945
0.20000	1083
0.00000	26527
0.00001	24099
0.00002	21567
0.00005	17572
0.00010	11082
0.00020	4785
0.00039	2641
0.00078	1641
0.00156	1092
0.00313	1102
0.00625	855
0.01250	840
0.02500	696
0.05000	573
0.10000	628
0.20000	771
0.00000	27002
0.00001	24357
0.00002	21859
0.00005	17248
0.00010	10852
0.00020	5180
0.00039	3163
0.00078	2204
0.00156	1274
0.00313	1062
0.00625	998
0.01250	1000
0.02500	925
0.05000	940
0.10000	882
0.20000	855
