0.00000	13281
0.00001	12582
0.00002	10258
0.00005	7943
0.00010	6693
0.00020	5776
0.00039	4932
0.00078	4767
0.00156	3963
0.00313	4173
0.00625	3049
0.01250	4103
0.02500	4488
0.05000	3993
0.10000	3292
0.20000	3701
0.00000	14258
0.00001	13476
0.00002	13493
0.00005	10673
0.00010	8701
0.00020	7069
0.00039	5377
0.00078	6403
0.00156	5868
0.00313	4782
0.00625	4993
0.01250	4969
0.02500	5762
0.05000	4280
0.10000	4933
0.20000	3735
0.00000	10449
0.00001	9924
0.00002	9562
0.00005	5609
0.00010	5450
0.00020	5128
0.00039	4637
0.00078	3577
0.00156	3172
0.00313	3628
0.00625	3744
0.01250	3290
0.02500	2955
0.05000	2796
0.10000	2984
0.20000	2943
