0.00000	1458
0.00001	1529
0.00002	1241
0.00005	1245
0.00010	2081
0.00020	2054
0.00039	3341
0.00078	5246
0.00156	5838
0.00313	7375
0.00625	6911
0.01250	7720
0.02500	8756
0.05000	7506
0.10000	8192
0.20000	8610
0.00000	1124
0.00001	1298
0.00002	892
0.00005	1282
0.00010	1087
0.00020	2039
0.00039	3228
0.00078	3792
0.00156	4667
0.00313	6213
0.00625	6151
0.01250	6341
0.02500	6993
0.05000	7412
0.10000	6879
0.20000	7051
0.00000	1470
0.00001	1043
0.00002	1496
0.00005	1076
0.00010	1693
0.00020	1522
0.00039	2772
0.00078	4165
0.00156	5113
0.00313	5287
0.00625	5784
0.01250	5863
0.02500	6358
0.05000	5900
0.10000	6613
0.20000	6962
