0.00000	40342
0.00001	43350
0.00002	36865
0.00005	37149
0.00010	25473
0.00020	20153
0.00039	12392
0.00078	9564
0.00156	6771
0.00313	7836
0.00625	6458
0.01250	6550
0.02500	5780
0.05000	5838
0.10000	5716
0.20000	6127
0.00000	37230
0.00001	35374
0.00002	32589
0.00005	30803
0.00010	23148
0.00020	16862
0.00039	10377
0.00078	8057
0.00156	6732
0.00313	5711
0.00625	5879
0.01250	5095
0.02500	5494
0.05000	5421
0.10000	5344
0.20000	5223
0.00000	35949
0.00001	35232
0.00002	30703
0.00005	31334
0.00010	23852
0.00020	16155
0.00039	11406
0.00078	7889
0.00156	6641
0.00313	6510
0.00625	6610
0.01250	5513
0.02500	5661
0.05000	4850
0.10000	5361
0.20000	4562
