0.00000	27232
0.00001	23199
0.00002	23476
0.00005	15870
0.00010	14551
0.00020	10979
0.00039	7687
0.00078	6728
0.00156	7126
0.00313	6642
0.00625	5301
0.01250	5909
0.02500	7114
0.05000	7510
0.10000	8793
0.20000	6662
0.00000	29073
0.00001	28406
0.00002	25509
0.00005	24834
0.00010	16971
0.00020	17298
0.00039	11236
0.00078	12151
0.00156	10258
0.00313	9037
0.00625	9074
0.01250	8460
0.02500	8855
0.05000	9997
0.10000	9215
0.20000	9831
0.00000	18032
0.00001	20034
0.00002	18030
0.00005	16812
0.00010	12629
0.00020	10489
0.00039	6989
0.00078	7716
0.00156	6350
0.00313	6391
0.00625	5743
0.01250	6357
0.02500	6411
0.05000	5875
0.10000	6326
0.20000	5665
