0.00000	1132
0.00001	1523
0.00002	1801
0.00005	1656
0.00010	2193
0.00020	2396
0.00039	4203
0.00078	4255
0.00156	5091
0.00313	6745
0.00625	6914
0.01250	6862
0.02500	8102
0.05000	7473
0.10000	7898
0.20000	7780
0.00000	1199
0.00001	1175
0.00002	858
0.00005	1174
0.00010	1389
0.00020	2048
0.00039	3814
0.00078	4275
0.00156	4759
0.00313	5602
0.00625	6340
0.01250	6938
0.02500	7161
0.05000	6115
0.10000	7232
0.20000	6331
0.00000	707
0.00001	693
0.00002	1248
0.00005	1201
0.00010	1784
0.00020	2009
0.00039	3186
0.00078	3952
0.00156	4909
0.00313	4835
0.00625	6380
0.01250	5889
0.02500	6461
0.05000	6749
0.10000	6026
0.20000	6462
