"2.779395950269206050e+00 4.176860087896080209e+00 3.066062179289925638e+00 1.198875984238037207e+00 3.390964870926750585e+00 3.993049593046736234e+00 -2.661310825696987070e+00 1.674356178336924295e+00 2.773272384198020468e+00 6.742199196201288380e+00 -1.159266831819691479e+00 1.306666549462090154e+00 1.649131283856952956e+00"
"2.813934641383963431e+00 4.266046988469246237e+00 2.941835684521692418e+00 1.118046568514678318e+00 3.369918540319039035e+00 3.643970292200955363e+00 -3.145541279935244017e+00 1.844023133487198152e+00 2.916039351310192984e+00 7.390685322581482808e+00 -5.478624258216082676e-01 1.236596607242206325e+00 1.427001490109029325e+00"
"2.935234407106235732e+00 4.277759475559349767e+00 2.822061685523373331e+00 1.111141440381441248e+00 3.332876746242376509e+00 4.114847083954244589e+00 -2.738504846483000410e+00 1.990524456721566526e+00 2.945496011696406846e+00 7.048959256804653961e+00 -1.000671860059988649e+00 1.308065815787394337e+00 1.320078433789848793e+00"
"2.812527655866983611e+00 4.213467020270833530e+00 3.010460755821712464e+00 1.103860018172844404e+00 3.305992535641813390e+00 4.290272862734834547e+00 -2.568790630609131043e+00 1.566599012124429979e+00 2.875640348820923897e+00 7.272558796707911277e+00 -5.938096754936104116e-01 1.221656747262950704e+00 1.509308764278331161e+00"
"2.943926455906000328e+00 4.288351671006047638e+00 2.885789111346716229e+00 1.166170167560266480e+00 3.385726982248221439e+00 3.819739036898041284e+00 -2.937694544807803787e+00 1.837678754846730822e+00 2.984047996250316803e+00 6.812958112172233349e+00 -1.219869162172923627e+00 1.354664785499771540e+00 1.427825270755931131e+00"
"2.798274925295950677e+00 4.225137929810831139e+00 3.090267286670256741e+00 1.324975839882611472e+00 3.354193585647371023e+00 3.850435298137440121e+00 -2.851415173792905211e+00 1.881790006560242645e+00 2.986631050343144800e+00 6.984156737586793895e+00 -8.954998239957590034e-01 1.230376824983416828e+00 1.211698135687588884e+00"
"2.835797433661178424e+00 4.276026964729221724e+00 2.943673919601283995e+00 1.228848453468921909e+00 3.347620840722271840e+00 3.610121030877976978e+00 -3.127382421851360395e+00 1.670677549513307714e+00 3.062727872894899672e+00 7.104973429133623064e+00 -7.313370245087345012e-01 1.220028478043237108e+00 1.181428924339708253e+00"
"2.864894018296541667e+00 4.205031684930818692e+00 2.974832040475022144e+00 1.174956887567799590e+00 3.330722579524474369e+00 3.579080692954182297e+00 -3.054501443335734479e+00 1.579568915864913325e+00 3.131485258847887643e+00 7.436689788107448962e+00 -8.399374584475198802e-01 1.437392576952012613e+00 1.354748279441557290e+00"
"2.789906605237271187e+00 4.212149858846402140e+00 3.103943039460604236e+00 1.119390614555436425e+00 3.406505043740050809e+00 3.926460674457304734e+00 -2.785401928933104010e+00 1.788066647358758310e+00 2.770844061209401410e+00 7.014617015470587802e+00 -5.783139822359110171e-01 1.094261391636100145e+00 1.200547869294140924e+00"
"2.964070914412523017e+00 4.185714276489050256e+00 3.162740307347907009e+00 1.388611354494898364e+00 3.348030203230561330e+00 3.861414086811953972e+00 -2.974403661834521539e+00 1.558756967028018803e+00 2.864798150946453514e+00 7.000183888539170951e+00 -9.105272144215642571e-01 1.233395997241196751e+00 1.247104291787614949e+00"
"2.894155051102819343e+00 4.166450685158435974e+00 3.033140673248935659e+00 1.189810360444577331e+00 3.295256548420459897e+00 3.655397687229044568e+00 -3.078009048479981580e+00 1.934219085341577271e+00 3.038383291069345127e+00 6.971896908837880602e+00 -1.161481708287201320e+00 1.396679417868526896e+00 1.471602788943842555e+00"
"2.837028116738923078e+00 4.245101344659211406e+00 3.033304946701325999e+00 1.067395346992116023e+00 3.287338470977155591e+00 3.666628806134131668e+00 -3.220845318977183069e+00 1.715222956454097059e+00 2.944266920111674679e+00 7.087097696589880869e+00 -9.960665176815088895e-01 1.331098645436460171e+00 1.476251933968639962e+00"
"2.907472918802146644e+00 4.217506714802089718e+00 3.106380609856310482e+00 1.337274788673287196e+00 3.370996562461106905e+00 3.582959942246178198e+00 -2.970460782073828465e+00 1.668767757609602942e+00 3.041046018199126344e+00 7.380091056403810690e+00 -8.288069536444849783e-01 1.379986824584726657e+00 1.405520938847584222e+00"
"2.818179684663749018e+00 4.226273162532560690e+00 2.780498088991775862e+00 1.075501709106555515e+00 3.361973608554547521e+00 4.152556025157537967e+00 -2.529201000879097272e+00 1.816381817833362611e+00 2.916256073743387134e+00 6.979976815806709034e+00 -8.169983483297622584e-01 1.253436706102379894e+00 1.522698258805973870e+00"
"2.929603814844316201e+00 4.193747649103181097e+00 3.052003290877107311e+00 1.331064351216696418e+00 3.343174659753399780e+00 3.598467435532656911e+00 -3.285542929583591842e+00 1.855584339141121752e+00 2.652439427321182208e+00 6.558951541506131910e+00 -1.123640827309839940e+00 1.176694450830402916e+00 1.598609879959019597e+00"
"2.837323953094706308e+00 4.218036424652192196e+00 2.968860416413531045e+00 1.125374377102763779e+00 3.360520762099801662e+00 4.143406708194381061e+00 -2.700080110076253259e+00 1.832948437159237720e+00 2.758550184707750930e+00 7.119300853565789566e+00 -9.139805851680830040e-01 1.326068967856507630e+00 1.953617025279807073e+00"
"2.853543912761021151e+00 4.216430632767266040e+00 3.054808303861242358e+00 1.224883961669284815e+00 3.354673910992322483e+00 4.155006055936533826e+00 -2.656381080580994425e+00 1.902085724835302472e+00 3.120123561913235477e+00 6.975059716649289143e+00 -1.219456089991253656e+00 1.470696001832408450e+00 1.606666786327286545e+00"
"2.797295360654797669e+00 4.152795872035989433e+00 3.041385052962440216e+00 1.034159571074647399e+00 3.270966945319747854e+00 3.862825036595758377e+00 -3.137573644100107639e+00 1.697028857471222896e+00 2.722337596254623016e+00 6.776769608165404080e+00 -1.176390572163293236e+00 1.289305229163012489e+00 1.608864499702550077e+00"
"2.930342053615226483e+00 4.170360482168563365e+00 2.995685707984121038e+00 1.100618120575954428e+00 3.341029970609763033e+00 3.737928661497879279e+00 -3.186715299581296179e+00 1.788659477870369052e+00 2.812597329269151736e+00 7.058147091262123141e+00 -1.241585640083105790e+00 1.445997675433006391e+00 1.426721206294446764e+00"
"2.792861291156988113e+00 4.217216446145240383e+00 3.080250859263053975e+00 1.138269275219408128e+00 3.380955787553077574e+00 4.024552371556877617e+00 -2.733161879343150247e+00 1.576998231136926831e+00 2.917293807783801984e+00 6.542238112863731914e+00 -1.200965122819579012e+00 1.210366491414073264e+00 1.267389074470404164e+00"
"2.789257301076480733e+00 4.276401388962823624e+00 2.835228309341265351e+00 1.005113564821831451e+00 3.336612575079334508e+00 3.507674717257727171e+00 -3.179004122188388681e+00 1.582648498489181099e+00 3.017428032272260197e+00 7.062998741608367936e+00 -8.255974238596183179e-01 1.279971744565386871e+00 1.471958138712880171e+00"
"2.830255879743541314e+00 4.218925840825345830e+00 2.948770689359427877e+00 1.128968681058422963e+00 3.359113157749619827e+00 3.989630941983129286e+00 -2.698952737418682801e+00 1.960152258580911688e+00 2.995773713615801803e+00 6.663074961676392682e+00 -1.355677920984803997e+00 1.368222249666217971e+00 1.291272810524302983e+00"
"2.874238559911320490e+00 4.182055856475300537e+00 3.189765038177335477e+00 1.315175354812142761e+00 3.335897434331547728e+00 4.115324445332992909e+00 -2.713253492010316403e+00 1.615185287161391869e+00 2.965831543894036582e+00 6.563334681012801042e+00 -1.241451618159436610e+00 1.226069722147467234e+00 1.240492717529241729e+00"
"2.929979493298689341e+00 4.177249463268156937e+00 3.073985615958986450e+00 1.378834139509830026e+00 3.321106806647268428e+00 3.758314556211561630e+00 -2.944514048210594481e+00 1.525672875180617893e+00 2.781418669153119083e+00 6.691386390600544409e+00 -9.451701450786406111e-01 1.134226963947905675e+00 1.316992026707302754e+00"
"2.922628115211766353e+00 4.130641541379254100e+00 3.097850171845135225e+00 1.112393152642081384e+00 3.324298497638766836e+00 3.887028024352833011e+00 -3.033554905887898556e+00 1.598493481878836331e+00 2.760675609975284495e+00 6.899772219650914806e+00 -1.236378147803638639e+00 1.389515431985803406e+00 1.576018790913953804e+00"
"2.852841609493587782e+00 4.280282243117306429e+00 2.944443607847090139e+00 1.290648405904603502e+00 3.311816011205284127e+00 3.887123151315457825e+00 -2.764565676724192400e+00 1.972077041626820293e+00 3.112183777643694693e+00 6.561071263097055350e+00 -1.440638773460395150e+00 1.419052354687847073e+00 1.436842531342627627e+00"
"2.919077399261833072e+00 4.203875024497250479e+00 3.105545593514295266e+00 1.401158736313599551e+00 3.367746889348963713e+00 3.862572844075381706e+00 -2.868149225480921771e+00 1.694416863376362326e+00 3.003263953790850316e+00 6.962744793263718535e+00 -1.149435898243136300e+00 1.361070216139298461e+00 1.392969936651036189e+00"
"2.796335743147935204e+00 4.214257039752774325e+00 2.991590309164502859e+00 1.177642191348536649e+00 3.369419690335534234e+00 4.158429697964034943e+00 -2.555447480707931263e+00 1.599685230821576765e+00 2.977738500066779981e+00 7.126255356595537549e+00 -1.022888679539618151e+00 1.362488104045422199e+00 1.395139805536272926e+00"
"2.899685913626541378e+00 4.196712542505139254e+00 3.094865029215734253e+00 1.400374893759122052e+00 3.390925195181342389e+00 3.797802645513494557e+00 -2.866171657534965611e+00 1.974699028868950768e+00 2.877885206907659033e+00 7.282715395234620637e+00 -7.389057065373016986e-01 1.298082724924621845e+00 1.580748897271016418e+00"
"2.948764280414674754e+00 4.186171226640556853e+00 2.909499956724546532e+00 1.174572984226751604e+00 3.299560907215487671e+00 3.794367464875576523e+00 -2.989557397062903465e+00 1.785983324647263171e+00 2.875773937940261149e+00 7.310286327037620602e+00 -7.796952343332137492e-01 1.328727636495403042e+00 1.458636622525524063e+00"
"2.870300113701738542e+00 4.281835480759582424e+00 2.959838846793642286e+00 1.220215148953729400e+00 3.385927421619398636e+00 3.884684724493729036e+00 -2.862269236483331536e+00 1.715610931047263144e+00 3.076544502327451358e+00 7.214815996823018551e+00 -7.762119484400775704e-01 1.289725997388106116e+00 1.263884776876600169e+00"
"2.760369371928256932e+00 4.257214079125988704e+00 2.871384006341729300e+00 1.050296125255691715e+00 3.293695445654607479e+00 3.755489036209792353e+00 -2.980158087529407140e+00 1.524267223002071514e+00 2.815821354691553147e+00 6.981225062478703336e+00 -8.570773895153849242e-01 1.202391443646217750e+00 1.339369181924014329e+00"
"2.909883198332937848e+00 4.233775349916808928e+00 2.954044521925936806e+00 1.014752934178602795e+00 3.334933726741804882e+00 3.858541638879921631e+00 -3.118334590950960994e+00 1.753967907973741136e+00 2.658830518141229948e+00 6.978426110591036569e+00 -9.663305754603673803e-01 1.235751387581824012e+00 1.638550597524363717e+00"
"2.846694490626559659e+00 4.264161610616420184e+00 3.007767688257523275e+00 1.286510937651246689e+00 3.378138324300791862e+00 4.109004226367775736e+00 -2.705132473270608351e+00 1.979135185398619212e+00 2.839423621382591190e+00 6.770031645486749738e+00 -1.120353977324183736e+00 1.263781053016597378e+00 1.447624749414926359e+00"
