0.00000	6354
0.00001	6296
0.00002	7295
0.00005	4947
0.00010	5607
0.00020	3346
0.00039	2370
0.00078	4325
0.00156	3061
0.00313	2738
0.00625	1767
0.01250	2477
0.02500	2352
0.05000	2514
0.10000	3180
0.20000	2507
0.00000	9116
0.00001	8038
0.00002	6709
0.00005	6427
0.00010	5676
0.00020	3969
0.00039	4287
0.00078	4426
0.00156	3871
0.00313	3536
0.00625	3295
0.01250	3498
0.02500	2916
0.05000	3242
0.10000	2843
0.20000	3237
0.00000	5050
0.00001	5883
0.00002	5255
0.00005	5189
0.00010	3778
0.00020	3109
0.00039	2831
0.00078	2713
0.00156	2063
0.00313	2238
0.00625	2646
0.01250	2783
0.02500	2292
0.05000	2689
0.10000	2687
0.20000	1986
