0.00000	7440
0.00001	6507
0.00002	6267
0.00005	6446
0.00010	5613
0.00020	3140
0.00039	4429
0.00078	3333
0.00156	3780
0.00313	3921
0.00625	3550
0.01250	3587
0.02500	3335
0.05000	3231
0.10000	2898
0.20000	2866
0.00000	8989
0.00001	8204
0.00002	9364
0.00005	7650
0.00010	5927
0.00020	4959
0.00039	4576
0.00078	4706
0.00156	3642
0.00313	3842
0.00625	3476
0.01250	3934
0.02500	3298
0.05000	2873
0.10000	3872
0.20000	4771
0.00000	5506
0.00001	7382
0.00002	6300
0.00005	6032
0.00010	4435
0.00020	3269
0.00039	3956
0.00078	3707
0.00156	3516
0.00313	2586
0.00625	2838
0.01250	2358
0.02500	3173
0.05000	2954
0.10000	2997
0.20000	2334
