0.00000	16866
0.00001	15109
0.00002	15753
0.00005	12781
0.00010	11708
0.00020	9880
0.00039	5995
0.00078	6669
0.00156	5720
0.00313	6599
0.00625	6186
0.01250	6661
0.02500	4599
0.05000	6551
0.10000	5137
0.20000	4426
0.00000	18446
0.00001	17590
0.00002	16152
0.00005	16320
0.00010	12518
0.00020	10343
0.00039	9063
0.00078	7789
0.00156	7443
0.00313	6114
0.00625	6055
0.01250	6380
0.02500	6348
0.05000	6338
0.10000	5434
0.20000	5725
0.00000	12583
0.00001	14738
0.00002	13691
0.00005	10581
0.00010	9253
0.00020	7213
0.00039	5718
0.00078	5653
0.00156	4535
0.00313	4702
0.00625	4608
0.01250	5259
0.02500	4861
0.05000	4456
0.10000	5456
0.20000	3867
