0.00000	1148
0.00001	1238
0.00002	1742
0.00005	1577
0.00010	1841
0.00020	2313
0.00039	4047
0.00078	5124
0.00156	6549
0.00313	7206
0.00625	9120
0.01250	7990
0.02500	9169
0.05000	8591
0.10000	8501
0.20000	9303
0.00000	1191
0.00001	1208
0.00002	1042
0.00005	1739
0.00010	1698
0.00020	1759
0.00039	3480
0.00078	4136
0.00156	6177
0.00313	6365
0.00625	7213
0.01250	7227
0.02500	8077
0.05000	7630
0.10000	7787
0.20000	7508
0.00000	826
0.00001	616
0.00002	993
0.00005	611
0.00010	1787
0.00020	1847
0.00039	3360
0.00078	4490
0.00156	5976
0.00313	5947
0.00625	7797
0.01250	6581
0.02500	7754
0.05000	7437
0.10000	7049
0.20000	7348
