0.00000	17891
0.00001	18481
0.00002	17723
0.00005	17580
0.00010	13408
0.00020	11520
0.00039	7450
0.00078	5972
0.00156	3851
0.00313	4187
0.00625	2938
0.01250	3454
0.02500	2355
0.05000	3271
0.10000	2553
0.20000	3302
0.00000	15795
0.00001	15029
0.00002	15597
0.00005	14570
0.00010	11817
0.00020	9302
0.00039	6050
0.00078	4458
0.00156	3452
0.00313	3286
0.00625	3513
0.01250	2649
0.02500	2521
0.05000	2497
0.10000	2461
0.20000	2315
0.00000	16946
0.00001	15288
0.00002	17105
0.00005	14618
0.00010	13190
0.00020	9149
0.00039	6045
0.00078	4711
0.00156	3901
0.00313	3331
0.00625	3123
0.01250	3102
0.02500	2858
0.05000	2462
0.10000	2398
0.20000	2191
