0.00000	27563
0.00001	27750
0.00002	27131
0.00005	25995
0.00010	18118
0.00020	12211
0.00039	5805
0.00078	4601
0.00156	2806
0.00313	3276
0.00625	2311
0.01250	2571
0.02500	1956
0.05000	2344
0.10000	1679
0.20000	1952
0.00000	25381
0.00001	22664
0.00002	22521
0.00005	20806
0.00010	16548
0.00020	11309
0.00039	5634
0.00078	4174
0.00156	2896
0.00313	2363
0.00625	2321
0.01250	2036
0.02500	1853
0.05000	1909
0.10000	2005
0.20000	1404
0.00000	25234
0.00001	23196
0.00002	22961
0.00005	21697
0.00010	15523
0.00020	10777
0.00039	6298
0.00078	3450
0.00156	3279
0.00313	2433
0.00625	2279
0.01250	1961
0.02500	1989
0.05000	1854
0.10000	2091
0.20000	1604
