0.00000	1016
0.00001	1556
0.00002	1236
0.00005	1967
0.00010	2581
0.00020	3696
0.00039	5124
0.00078	7620
0.00156	7931
0.00313	10775
0.00625	11143
0.01250	11849
0.02500	11633
0.05000	12774
0.10000	12659
0.20000	15414
0.00000	915
0.00001	891
0.00002	1369
0.00005	1466
0.00010	1698
0.00020	2541
0.00039	4459
0.00078	5962
0.00156	8244
0.00313	8904
0.00625	9804
0.01250	10402
0.02500	10500
0.05000	10501
0.10000	10479
0.20000	11164
0.00000	779
0.00001	973
0.00002	874
0.00005	1487
0.00010	2051
0.00020	3165
0.00039	3855
0.00078	6792
0.00156	7759
0.00313	8496
0.00625	10125
0.01250	9659
0.02500	10197
0.05000	10283
0.10000	10097
0.20000	11312
