0.00000	25260
0.00001	27928
0.00002	25974
0.00005	22809
0.00010	12961
0.00020	7171
0.00039	3923
0.00078	2774
0.00156	2022
0.00313	1501
0.00625	1503
0.01250	1321
0.02500	1227
0.05000	1064
0.10000	1039
0.20000	1195
0.00000	26660
0.00001	25537
0.00002	22045
0.00005	19513
0.00010	11908
0.00020	6425
0.00039	3587
0.00078	2364
0.00156	2053
0.00313	1405
0.00625	1442
0.01250	1266
0.02500	1151
0.05000	1045
0.10000	1146
0.20000	983
0.00000	25234
0.00001	22977
0.00002	22892
0.00005	17824
0.00010	12615
0.00020	5552
0.00039	3935
0.00078	2459
0.00156	2164
0.00313	1276
0.00625	1399
0.01250	1056
0.02500	1319
0.05000	1081
0.10000	1055
0.20000	628
