0.00000	1527
0.00001	1012
0.00002	892
0.00005	389
0.00010	1375
0.00020	1545
0.00039	2305
0.00078	2360
0.00156	3373
0.00313	3649
0.00625	4488
0.01250	3864
0.02500	4989
0.05000	4524
0.10000	3950
0.20000	4160
0.00000	876
0.00001	816
0.00002	1101
0.00005	1050
0.00010	900
0.00020	1571
0.00039	2364
0.00078	2478
0.00156	3066
0.00313	3471
0.00625	3710
0.01250	3392
0.02500	3527
0.05000	4149
0.10000	3312
0.20000	3524
0.00000	1115
0.00001	714
0.00002	1124
0.00005	831
0.00010	1362
0.00020	1403
0.00039	1906
0.00078	2045
0.00156	2570
0.00313	3081
0.00625	3513
0.01250	3444
0.02500	4069
0.05000	3461
0.10000	3436
0.20000	3592
