0.00000	16266
0.00001	15454
0.00002	13763
0.00005	12200
0.00010	11209
0.00020	8597
0.00039	8098
0.00078	4839
0.00156	6071
0.00313	5763
0.00625	6943
0.01250	5552
0.02500	5461
0.05000	6430
0.10000	6003
0.20000	5669
0.00000	17502
0.00001	16792
0.00002	16045
0.00005	14169
0.00010	11278
0.00020	9182
0.00039	7863
0.00078	6775
0.00156	7798
0.00313	7598
0.00625	6631
0.01250	6489
0.02500	6394
0.05000	6084
0.10000	8071
0.20000	7060
0.00000	11068
0.00001	13417
0.00002	13083
0.00005	9980
0.00010	8666
0.00020	7571
0.00039	6409
0.00078	5898
0.00156	4999
0.00313	5190
0.00625	5085
0.01250	4973
0.02500	4624
0.05000	4667
0.10000	4733
0.20000	4042
