0.00000	40298
0.00001	37140
0.00002	34118
0.00005	33702
0.00010	21134
0.00020	14695
0.00039	6714
0.00078	5465
0.00156	3281
0.00313	3330
0.00625	2908
0.01250	3122
0.02500	2428
0.05000	2578
0.10000	1745
0.20000	2195
0.00000	34331
0.00001	32856
0.00002	30517
0.00005	28502
0.00010	21342
0.00020	13097
0.00039	6174
0.00078	4080
0.00156	3142
0.00313	2568
0.00625	2217
0.01250	2282
0.02500	2157
0.05000	1953
0.10000	2026
0.20000	1900
0.00000	35820
0.00001	33440
0.00002	30107
0.00005	26999
0.00010	21772
0.00020 
0.00039	6362
0.00078	4494
0.00156	3157
0.00313	2718
0.00625	2470
0.01250	2556
0.02500	2302
0.05000	2005
0.10000	2149
0.20000	1864
